item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q110493451,Chekira Lockhart-Hypolite,Q114676049,"Parliamentary Secretary in the Ministry of Tourism, International Transport, and Maritime Initiatives, with special responsibility for Air and Sea Port Operations",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q110493451-0A5D95B8-6ED5-4DCC-BBB0-65E28FEC2344
Q114674960,Adis King,Q114674919,"Minister of Youth Development and Empowerment, Youth at Risk, Gender Affairs, Seniors' Security and Dominicans With Disabilities",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114674960-D4AD5E0C-276B-457E-A615-78C26C75C4B3
Q114674961,Cassanni Laville,Q114674913,Minister of Public Works and the Digital Economy,2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114674961-A4EAEAEB-1086-4758-809A-DB7609B2CC6C
Q114674962,Cozier Frederick,Q114674904,"Minister of Environment, Rural Modernization and Kalinago Upliftment",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114674962-8ABC31D3-BBA6-43C4-A6EE-D2C4F93BC7DE
Q114674963,Denise Charles,Q114674916,"Minister of Tourism, International Transport and Maritime Initiatives",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114674963-C9FF1151-30CB-4B98-B437-5C536BD0C9E6
Q114674964,Fidel Grant,Q114674902,"Minister of Blue and Green Economy, Agriculture and National Food Security",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114674964-2D24A748-EC5D-454F-AC76-719F0A7D7280
Q114674966,Irving McIntyre,Q114674908,"Minister of Health, Wellness and New Health Investment",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114674966-C155AAAF-AA72-4001-ADAD-0C36FE22E220
Q114674967,Octavio Allfred,Q114674903,"Minister of Education, Human resource Planning, Vocational Training and National Excellence",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114674967-E8C0E5B1-7BF2-42FE-8145-C8A1A9D8E9F4
Q114676439,Gregory Riviere,Q114676746,Minister of State in the Ministry of Agriculture,2021-12-02,,,Q114676439-51b392b2-446b-665e-3e33-e072fd2251f8
Q114676439,"Gregory ""Karessah"" Riviere",Q114675991,"Minister of State in the Ministry of Finance, Economic Affairs and Planning",2019-12-17,2021-12-02,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114676439-E7627DAC-C9FF-4B61-933B-90A5DDD34826
Q114676441,Kent Edwards,Q114676039,"Parliamentary Secretary in the Ministry of Health, Wellness and New Health Investment, with particular responsibility for Community and Home Care",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114676441-50BA0EAB-8B21-4F56-9FDA-5C672A2BA65D
Q114676442,Oscar George,Q114676025,Minister of State in the Office of the Prime Minister with Responsibility for Telecommunications and Broadcasting,2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114676442-B5D63051-63C0-4436-9070-9E5E21892346
Q114676444,Edward Registe,Q114676002,"Minister of State in the Ministry of Foreign Affairs, International Business and Diaspora",2019-12-17,2021-09-01,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q114676444-7A60F5F4-FC29-43DD-9732-99ED7BD09FB8
Q114676757,Levi Peter,Q114676758,Attorney General of Dominica,2013,,,Q114676757-6E60A56D-E345-446E-94EC-DC68CA44FFEA
Q2805923,Vince Henderson,Q114676743,Minister of Planning,2021-12-02,,,Q2805923-ea0fa424-4afb-96ff-2183-002995edd342
Q57823,Roosevelt Skerrit,Q96393321,"Minister for Finance, Economic Affairs, Investment, Planning, Resilience, Sustainable Development, Telecommunications and Broadcasting",2004-01,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q57823-BA622000-B545-4129-A36A-73AFD4872836
Q57823,Roosevelt Skerrit,Q1756747,Prime Minister,2004-01-08,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q57823-CB9A16A5-EF04-4DD6-9EE9-601B8BAE97B1
Q59153953,Reginald Austrie,Q114674909,Minister of Housing and Urban Development,2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q59153953-A0AE1038-212E-4987-A837-4CE4E907ABF2
Q59153970,Rayburn Blackmoore,Q114674910,Minister of National Security and Home Affairs,2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q59153970-28CC378A-D29A-4A26-80C1-29B1F9A59C6D
Q59154059,Roselyn Paul,Q114674915,"Minister of Sports, Culture and Community Development",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q59154059-1EB00CDB-9441-4A1B-AC07-1FEBE7A91CCE
Q59154066,Kenneth Darroux,Q19895018,"Minister of Foreign Affairs, International Business and Diaspora Relations",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q59154066-c550ed5e-49f7-18c1-5864-51a158331fc8
Q5981435,Ian Douglas,Q114674917,"Minister of Trade, Commerce, Entrepreneurship, Innovation, Business and Export Development",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q5981435-B9D0A4ED-8AFE-4F7F-9479-26CFE70B0C8D
Q99957892,Greta Roberts,Q114674907,"Minister of Governance, Public Service Reform, Citizen Empowerment, Social Justice and Ecclesiastical Affairs",2019-12-17,,https://en.wikipedia.org/wiki/Cabinet_of_Dominica,Q99957892-C0878EF7-5599-49E2-B16E-62F5EA9205CC
